OG	UID	NAME
ENSDARG00000074906	Q03172	Zinc finger protein 40 
ENSDARG00000074925	A0A2R8QPS5	Guanine nucleotide exchange factor subunit RIC1 
ENSDARG00000074919	Q06637	Filensin 
ENSDARG00000074809	Q3ZCQ0	Required for drug-induced death protein 1
ENSDARG00000074763	F8W4H9	Melanocortin-2 receptor accessory protein 2A 
ENSDARG00000074772	O35903	C-C motif chemokine 25 
ENSDARG00000074661	B3G515	G-protein coupled estrogen receptor 1 
ENSDARG00000074630	Q6P3A1	Stathmin domain-containing protein 1
ENSDARG00000074626	Q9HB75	p53-induced death domain-containing protein 1 
ENSDARG00000074591	Q9BEG5	Ectodysplasin-A 
ENSDARG00000074291	Q9UKP4	A disintegrin and metalloproteinase with thrombospondin motifs 7 
ENSDARG00000074246	Q5ZKU5	Ras-related protein Rab-14
ENSDARG00000074624	Q9EQB9	Zinc finger protein 287 
ENSDARG00000074505	P0C8M4	Maturin 
ENSDARG00000074501	Q8NFZ5	TNFAIP3-interacting protein 2 
ENSDARG00000074194	O60676	Cystatin-8 
ENSDARG00000074491	P0C1H3	Histone H2B 1/2/3/4/6 
ENSDARG00000074476	Q6INA9	Histone-lysine N-methyltransferase SETDB1 
ENSDARG00000074468	A2AGX3	PR domain-containing protein 11 
ENSDARG00000074163	A5WW21	Ras and EF-hand domain-containing protein
ENSDARG00000074122	P12967	Islet amyloid polypeptide 
ENSDARG00000074014	D2KX21	Phospholipase A and acyltransferase 1 
ENSDARG00000073962	Q8BS39	Coiled-coil domain-containing protein 32
ENSDARG00000073961	A5PLE2	Cysteine-rich and transmembrane domain-containing protein 1
ENSDARG00000073724	Q3TL44	NLR family member X1
ENSDARG00000071881	Q6T311	ADP-ribosylation factor-like protein 9
ENSDARG00000071735	Q8WN12	Prolactin-releasing peptide 
ENSDARG00000071570	Q2HJ91	Coiled-coil domain-containing protein 71
ENSDARG00000071499	P48298	Eotaxin 
ENSDARG00000071467	Q86T24	Transcriptional regulator Kaiso 
ENSDARG00000071442	P62288	Abnormal spindle-like microcephaly-associated protein homolog
ENSDARG00000071449	Q5M7W6	Protein FAM234A 
ENSDARG00000071416	O73819	Guanine nucleotide-binding protein subunit alpha-14 
ENSDARG00000071349	O70161	Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma 
ENSDARG00000071292	P20111	Alpha-actinin-2 
ENSDARG00000071272	Q9JL19	Nuclear receptor coactivator 6 
ENSDARG00000071274	G3V7L1	Utrophin 
ENSDARG00000071062	Q9UPZ3	BLOC-2 complex member HPS5 
ENSDARG00000071025	A2CI97	Dystrotelin
ENSDARG00000071014	Q8IID4	Dynein heavy chain-like protein 2
ENSDARG00000071013	Q8N6S5	ADP-ribosylation factor-like protein 6-interacting protein 6 
ENSDARG00000070932	O77668	Hypocretin neuropeptide precursor 
ENSDARG00000070792	Q8R5M3	Leucine-rich repeat-containing protein 15 
ENSDARG00000070786	Q96N38	Zinc finger protein 714
ENSDARG00000070658	Q9Y330	Zinc finger and BTB domain-containing protein 12 
ENSDARG00000070656	Q99M54	Cell division cycle-associated protein 3 
ENSDARG00000070494	Q9DE49	Platelet-derived growth factor receptor alpha 
ENSDARG00000070568	Q4QY64	ATPase family AAA domain-containing protein 5 
ENSDARG00000070434	Q8VDU1	Rho-related GTP-binding protein RhoV
ENSDARG00000070339	P28174	Homeobox protein Hox-C3a 
ENSDARG00000070320	B9EK06	Exocyst complex component 1-like
ENSDARG00000070127	A0JMY5	NF-X1-type zinc finger protein NFXL1
ENSDARG00000070121	Q15669	Rho-related GTP-binding protein RhoH 
ENSDARG00000069917	Q58EL7	Spindle and kinetochore-associated protein 3
ENSDARG00000069916	Q4KLP8	Shugoshin 1 
ENSDARG00000069912	P52926	High mobility group protein HMGI-C 
ENSDARG00000069758	B0S6S9	RNA-binding protein 44 
ENSDARG00000069832	A8E7G5	Sideroflexin-4
ENSDARG00000069865	A8MXD5	Glutaredoxin domain-containing cysteine-rich protein 1
ENSDARG00000069542	Q2VLH6	Scavenger receptor cysteine-rich type 1 protein M130 
ENSDARG00000069524	Q3UNB8	Transmembrane protein 253
ENSDARG00000069375	P33621	Apolipoprotein A-IV 
ENSDARG00000069397	Q3UHH1	Zinc finger SWIM domain-containing protein 8
ENSDARG00000069133	O42222	Growth/differentiation factor 8 
ENSDARG00000069335	P41183	B-cell lymphoma 6 protein homolog
ENSDARG00000069168	Q6ZRI6	Uncharacterized protein C15orf39
ENSDARG00000069343	O95800	Probable G-protein coupled receptor 75
ENSDARG00000069270	Q80X72	Leucine-rich repeat-containing protein 15
ENSDARG00000069089	P56413	Agouti-related protein
ENSDARG00000069048	Q95121	Pigment epithelium-derived factor 
ENSDARG00000069026	Q08828	Adenylate cyclase type 1 
ENSDARG00000069009	Q1L9C7	UPF0688 protein C1orf174 homolog
ENSDARG00000068982	Q6NUN7	Jhy protein homolog
ENSDARG00000068719	D3YN49	Geminin coiled-coil domain-containing protein 1 
ENSDARG00000068926	Q8WXH0	Nesprin-2 
ENSDARG00000068784	Q9H7M9	V-type immunoglobulin domain-containing suppressor of T-cell activation 
ENSDARG00000068709	Q1LVN1	Membrane protein FAM174B
ENSDARG00000068398	Q0VBV7	Centrosomal protein of 126 kDa
ENSDARG00000068636	Q6NU19	Protein phosphatase 1 regulatory subunit 26
ENSDARG00000068257	Q9WTW3	Potassium voltage-gated channel subfamily E member 4 
ENSDARG00000068247	A5D8S1	Leucine zipper protein 2
ENSDARG00000068218	Q9BXS0	Collagen alpha-1
ENSDARG00000068193	Q2T9K0	Transmembrane protein 44
ENSDARG00000068141	P50592	Tumor necrosis factor ligand superfamily member 10 
ENSDARG00000068088	P20061	Transcobalamin-1 
ENSDARG00000068036	Q4V9L6	Transmembrane protein 119 
ENSDARG00000068028	Q925H1	Zinc finger transcription factor Trps1
ENSDARG00000068026	P0C605	cGMP-dependent protein kinase 1 
ENSDARG00000067829	Q865B6	Peroxisome proliferator-activated receptor gamma coactivator 1-alpha 
ENSDARG00000067796	Q9L0Q6	Cysteine--tRNA ligase 
ENSDARG00000067723	Q92844	TRAF family member-associated NF-kappa-B activator 
ENSDARG00000063576	Q502K3	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C 
ENSDARG00000063569	A6NIK2	Leucine-rich repeat-containing protein 10B
ENSDARG00000063381	B1AWL2	Zinc finger protein 462 
ENSDARG00000063157	Q9ERE9	C-Jun-amino-terminal kinase-interacting protein 2 
ENSDARG00000063026	Q60HE7	Membrane protein MLC1
ENSDARG00000063019	P60571	Pannexin-2
ENSDARG00000062960	B1WBW4	Armadillo repeat-containing protein 10
ENSDARG00000062519	Q8R4P9	ATP-binding cassette sub-family C member 10 
ENSDARG00000062506	Q1LUE5	Zinc finger CCCH domain-containing protein 18
ENSDARG00000062476	Q8R2K7	snRNA-activating protein complex subunit 5 
ENSDARG00000062303	P40197	Platelet glycoprotein V 
ENSDARG00000062289	Q95LN5	Ectodysplasin-A receptor-associated adapter protein
ENSDARG00000062246	Q8R508	Protocadherin Fat 3 
ENSDARG00000062204	Q9JLZ8	Single Ig IL-1-related receptor 
ENSDARG00000062021	Q5TID7	Coiled-coil domain-containing protein 181
ENSDARG00000061951	Q14789	Golgin subfamily B member 1 
ENSDARG00000061963	Q08C99	Vertnin
ENSDARG00000061718	Q1LY51	Zinc finger protein 704
ENSDARG00000061710	Q07174	Mitogen-activated protein kinase kinase kinase 8 
ENSDARG00000061690	Q08BN9	NXPE family member 3 
ENSDARG00000061473	A7MCY6	TANK-binding kinase 1-binding protein 1 
ENSDARG00000061535	Q8BLN6	Protein unc-80 homolog 
ENSDARG00000061373	G5E869	Zinc finger protein 142
ENSDARG00000061365	A6QQC6	HEPACAM family member 2 
ENSDARG00000061213	A4FUG8	Rab GTPase-binding effector protein 2
ENSDARG00000060775	Q8N8L6	ADP-ribosylation factor-like protein 10
ENSDARG00000060196	Q9H321	Variable charge X-linked protein 3B 
ENSDARG00000060315	B7ZAP0	"Rab GTPase-activating protein 1-like, isoform 10"
ENSDARG00000060674	A4D1S5	Ras-related protein Rab-19
ENSDARG00000060196	Q8IID4	Dynein heavy chain-like protein 2
ENSDARG00000060041	P51892	DNA ligase 1 
ENSDARG00000060187	A3KNM4	UPF0575 protein C19orf67 homolog
ENSDARG00000059789	Q3UD82	Protein mono-ADP-ribosyltransferase PARP8 
ENSDARG00000059836	Q0IIB6	DNA damage-inducible transcript 3 protein 
ENSDARG00000059988	Q6NV75	Probable G-protein coupled receptor 153 
ENSDARG00000059610	Q6P7G9	Probable G-protein coupled receptor 146
ENSDARG00000059485	Q6PCB8	Embigin
ENSDARG00000059455	Q8BZS9	Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX32 
ENSDARG00000059555	Q6AZB8	Putative nuclease HARBI1 
ENSDARG00000059396	Q92844	TRAF family member-associated NF-kappa-B activator 
ENSDARG00000059305	Q9JJV3	Voltage-dependent calcium channel gamma-like subunit 
ENSDARG00000059349	Q9QWW1	Homer protein homolog 2 
ENSDARG00000059274	Q9PWM6	Homeobox protein Hox-D9a 
ENSDARG00000059272	Q8BNW9	Kelch repeat and BTB domain-containing protein 11
ENSDARG00000059109	Q6NX49	Zinc finger protein 544
ENSDARG00000059093	Q02357	Ankyrin-1 
ENSDARG00000058991	Q6UNA4	C5a anaphylatoxin chemotactic receptor 1 
ENSDARG00000058978	Q8NDZ0	BEN domain-containing protein 2
ENSDARG00000058946	Q28970	Unconventional myosin-VIIa
ENSDARG00000058868	P25054	Adenomatous polyposis coli protein 
ENSDARG00000058693	P08855	Calpastatin 
ENSDARG00000058804	Q9BSG1	Zinc finger protein 2 
ENSDARG00000058503	P04048	Tyrosine-protein kinase transforming protein kit 
ENSDARG00000058414	P83238	Osteocalcin 
ENSDARG00000058053	P05155	Plasma protease C1 inhibitor 
ENSDARG00000057940	Q8C9B9	Death-inducer obliterator 1 
ENSDARG00000057903	E9Q9K5	Triadin
ENSDARG00000057887	P20068	Neurotensin/neuromedin N [Cleaved into: Large neuromedin N 
ENSDARG00000057726	O15231	Zinc finger protein 185 
ENSDARG00000057707	Q96GE5	Zinc finger protein 799 
ENSDARG00000057345	P79749	Platelet-derived growth factor receptor beta 
ENSDARG00000057323	F1QZ88	Transcription factor E2F8 
ENSDARG00000057317	Q9Z2J4	Nexilin
ENSDARG00000057234	Q498T2	Chromatin target of PRMT1 protein 
ENSDARG00000056921	P57078	Receptor-interacting serine/threonine-protein kinase 4 
ENSDARG00000057108	B0UYL8	Probable serpin E3
ENSDARG00000057006	Q9CZL2	Uncharacterized protein FAM241A
ENSDARG00000056859	F1QQI2	Spexin prohormone 1 
ENSDARG00000056800	Q2QCI8	Mediator of RNA polymerase II transcription subunit 12 
ENSDARG00000056791	O55175	"Retinal cone rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma "
ENSDARG00000056630	Q86XS5	Angiopoietin-related protein 5 
ENSDARG00000056627	Q9WUQ5	C-X-C motif chemokine 14 
ENSDARG00000056621	Q08705	Transcriptional repressor CTCF 
ENSDARG00000056247	Q6PL45	BRICHOS domain-containing protein 5
ENSDARG00000056590	P01263	Calcitonin-1
ENSDARG00000056376	Q28FJ2	Ankyrin repeat domain-containing protein 37
ENSDARG00000056214	Q92106	Progonadoliberin-3 
ENSDARG00000056023	Q9PWM2	Homeobox protein Hox-B9a 
ENSDARG00000056004	Q1JPW9	Shadow of prion protein 
ENSDARG00000055875	Q9NWQ8	Phosphoprotein associated with glycosphingolipid-enriched microdomains 1 
ENSDARG00000055493	Q9JLZ6	Hypermethylated in cancer 2 protein 
ENSDARG00000055474	Q6AXJ3	Dexamethasone-induced protein homolog
ENSDARG00000055562	Q7T2B9	Myotrophin
ENSDARG00000055163	Q2XNF5	Erythropoietin 
ENSDARG00000055232	O35870	Fanconi anemia group C protein homolog 
ENSDARG00000055281	Q9H2D6	TRIO and F-actin-binding protein 
ENSDARG00000055443	Q2KIN0	Zinc finger CCHC domain-containing protein 7 
ENSDARG00000055446	A0A1B0GTK4	Protein FAM237A
ENSDARG00000055045	Q7Z5P9	Mucin-19 
ENSDARG00000055113	A8CG34	Nuclear envelope pore membrane protein POM 121C 
ENSDARG00000055099	Q0KK56	Protein FAM184B
ENSDARG00000055045	Q7Z5P9	Mucin-19 
ENSDARG00000054239	Q8AUU1	Ghrelin [Cleaved into: Ghrelin-12; Ghrelin-19]
ENSDARG00000054055	P61364	Osteocrin 
ENSDARG00000053792	Q86Y25	Zinc finger protein 354C 
ENSDARG00000053597	Q29116	Tenascin 
ENSDARG00000053713	A0A2R8QCI3	Protein Daple 
ENSDARG00000053644	A5A6K8	"Aspartate aminotransferase, cytoplasmic "
ENSDARG00000053593	P07355	Annexin A2 
ENSDARG00000053408	A0A2R8QPS5	Guanine nucleotide exchange factor subunit RIC1 
ENSDARG00000053363	Q9UNE0	Tumor necrosis factor receptor superfamily member EDAR 
ENSDARG00000053358	Q1RM09	Brain acid soluble protein 1 homolog
ENSDARG00000053279	Q4TTN8	Apelin 
ENSDARG00000053800	Q7Z3I7	Zinc finger protein 572
ENSDARG00000053082	A8C754	tRNA 
ENSDARG00000052954	Q39572	Ras-related protein YPTC6
ENSDARG00000052948	Q805D4	C-type natriuretic peptide 3
ENSDARG00000052575	Q640N2	ADP-ribosylation factor-like protein 13B 
ENSDARG00000052164	Q6ZPY5	Zinc finger protein 507
ENSDARG00000052121	O13034	V
ENSDARG00000052035	A5PMF7	Nucleoredoxin-like protein 1
ENSDARG00000051890	P19007	Haptoglobin [Cleaved into: Haptoglobin alpha chain; Haptoglobin beta chain]
ENSDARG00000051875	Q5RKR3	Immunoglobulin superfamily containing leucine-rich repeat protein 2 
ENSDARG00000051874	F1RAX4	Receptor for retinol uptake stra6 
ENSDARG00000051761	Q9QXA7	Tripartite motif-containing protein 44 
ENSDARG00000046071	Q5R4B7	Protein ARK2N 
ENSDARG00000045853	Q96B01	RAD51-associated protein 1 
ENSDARG00000045850	Q5RHZ2	Coiled-coil domain-containing protein 167
ENSDARG00000045671	C8AW45	Interferon gamma-related 
ENSDARG00000045612	Q8K3W2	Leucine-rich repeat-containing protein 10 
ENSDARG00000045595	Q9H0M5	Zinc finger protein 700
ENSDARG00000045586	P85838	"Ferritin, heavy subunit "
ENSDARG00000045552	Q96N23	Cilia- and flagella-associated protein 54
ENSDARG00000045273	Q9BSN7	Transmembrane protein 204 
ENSDARG00000045207	Q6DGG9	Guided entry of tail-anchored proteins factor CAMLG 
ENSDARG00000045301	O43173	"Sia-alpha-2,3-Gal-beta-1,4-GlcNAc-R:alpha 2,8-sialyltransferase "
ENSDARG00000045006	Q98936	Receptor-type tyrosine-protein phosphatase gamma 
ENSDARG00000044962	Q5R6R3	Cell cycle progression protein 1
ENSDARG00000044797	P31783	T-cell surface glycoprotein CD8 alpha chain 
ENSDARG00000044801	Q9D994	WD repeat-containing protein 38
ENSDARG00000044613	Q69DL0	Complement C1q subcomponent subunit A
ENSDARG00000044612	Q641F3	Collagen alpha-1
ENSDARG00000044549	P58505	Uncharacterized protein C21orf58
ENSDARG00000044480	Q9D1F3	Protein EOLA1 
ENSDARG00000044437	Q563C3	Sororin 
ENSDARG00000044406	D4A8G3	Leucine rich adaptor protein 1 
ENSDARG00000044194	Q6DGY3	T-cell leukemia translocation-altered gene protein homolog
ENSDARG00000044167	Q9Y2J8	Protein-arginine deiminase type-2 
ENSDARG00000044212	Q60952	Centrosome-associated protein CEP250 
ENSDARG00000043963	P30170	Actin-85C 
ENSDARG00000043468	Q99N48	Synaptotagmin-like protein 3 
ENSDARG00000043443	Q9QZ65	Inward rectifier potassium channel 13 
ENSDARG00000043912	Q5PNP6	Meiosis-specific protein MEI4
ENSDARG00000043299	P81872	Neuromedin-U [Cleaved into: Neuromedin-U-23 
ENSDARG00000043285	Q9ULJ3	Zinc finger and BTB domain-containing protein 21 
ENSDARG00000043232	A2A2V5	Serine-rich and transmembrane domain-containing protein 1
ENSDARG00000043211	Q9ERK0	Receptor-interacting serine/threonine-protein kinase 4 
ENSDARG00000043126	Q9UJW7	Zinc finger protein 229
ENSDARG00000043122	Q9ESP4	G protein-coupled receptor 88 
ENSDARG00000042989	Q969W8	Zinc finger protein 566
ENSDARG00000042939	O43194	G-protein coupled receptor 39
ENSDARG00000042725	P17676	CCAAT/enhancer-binding protein beta 
ENSDARG00000043102	Q64361	Latexin 
ENSDARG00000042663	Q66S17	Natterin-3 
ENSDARG00000042536	Q6P7N7	Transmembrane protein 81
ENSDARG00000042997	Q4R3X1	5-azacytidine-induced protein 2
ENSDARG00000042515	Q14439	G-protein coupled receptor 176 
ENSDARG00000042112	O42449	Type I iodothyronine deiodinase 
ENSDARG00000041627	P33567	Beta-synuclein 
ENSDARG00000041589	Q5XJB9	Inactive ADP-ribosyltransferase arh2 
ENSDARG00000041570	Q66H02	Centromere protein Q 
ENSDARG00000041375	Q2QI47	Usherin 
ENSDARG00000041490	P80961	Type-4 ice-structuring protein LS-12 
ENSDARG00000041252	P57678	Gem-associated protein 4 
ENSDARG00000041081	Q5U3H2	Histone-lysine N-methyltransferase KMT5B 
ENSDARG00000041340	Q5BJJ8	Large ribosomal subunit protein mL51 
ENSDARG00000041006	Q11206	"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 4 "
ENSDARG00000040815	Q58A48	Tsukushi 
ENSDARG00000040534	Q99JW5	Epithelial cell adhesion molecule 
ENSDARG00000040479	P18857	Glycoprotein hormones alpha chain 2 
ENSDARG00000040315	Q3UBG2	"PTB-containing, cubilin and LRP1-interacting protein "
ENSDARG00000040250	B3MH43	Tyrosine-protein kinase-like otk 
ENSDARG00000040259	Q14964	Ras-related protein Rab-39A 
ENSDARG00000040118	P02457	Collagen alpha-1
ENSDARG00000040067	P38447	"Endonuclease G, mitochondrial "
ENSDARG00000040009	Q9JIF9	Myotilin 
ENSDARG00000040059	O93343	GSK-3-binding protein 
ENSDARG00000039957	Q6DHR0	R-spondin-1 
ENSDARG00000039937	Q3KPU6	Coiled-coil domain-containing protein 172
ENSDARG00000039914	Q5MJ86	Glyceraldehyde-3-phosphate dehydrogenase 2 
ENSDARG00000039785	Q6Q899	Antiviral innate immune response receptor RIG-I 
ENSDARG00000039436	Q14627	Interleukin-13 receptor subunit alpha-2 
ENSDARG00000039411	Q8C0D9	Centrosomal protein of 68 kDa 
ENSDARG00000039435	Q9UGC6	Regulator of G-protein signaling 17 
ENSDARG00000039069	Q7T2B3	Protein SLX4IP
ENSDARG00000039064	Q9UNP4	"Lactosylceramide alpha-2,3-sialyltransferase "
ENSDARG00000038995	A0A1B0GUW6	Uncharacterized protein SPEM3
ENSDARG00000038672	Q9NQB0	Transcription factor 7-like 2 
ENSDARG00000038938	Q922B9	Protein ITPRID2 
ENSDARG00000038954	Q5E9N2	Beta-catenin-interacting protein 1
ENSDARG00000038700	Q3U3F9	Probable G-protein coupled receptor 160
ENSDARG00000038655	Q4W8E7	Adherens junction-associated protein 1
ENSDARG00000038374	Q8R0K4	Coiled-coil domain-containing protein 137
ENSDARG00000037656	A6NGG8	Photoreceptor cilium actin regulator
ENSDARG00000037619	P27600	Guanine nucleotide-binding protein subunit alpha-12 
ENSDARG00000037556	Q9UNP4	"Lactosylceramide alpha-2,3-sialyltransferase "
ENSDARG00000037526	Q8NGQ5	Olfactory receptor 9Q1
ENSDARG00000037845	P32017	Collagen alpha-3
ENSDARG00000037998	O13127	Flotillin-1 
ENSDARG00000037708	Q01780	Exosome complex component 10 
ENSDARG00000037423	Q4V921	Small integral membrane protein 19
ENSDARG00000037281	P17634	Fibrinogen gamma chain
ENSDARG00000037276	Q3TRR0	Microtubule-associated protein 9 
ENSDARG00000037172	Q6P0E5	DDRGK domain-containing protein 1
ENSDARG00000037116	O62657	Stromal cell-derived factor 1 
ENSDARG00000036974	Q2WG78	Protein ripply3 
ENSDARG00000036851	Q95KG7	MANSC domain-containing protein 1
ENSDARG00000036785	Q60557	Oviduct-specific glycoprotein 
ENSDARG00000036584	P70126	"Alpha-2,8-sialyltransferase 8E "
ENSDARG00000036473	Q13487	snRNA-activating protein complex subunit 2 
ENSDARG00000036445	P19324	Serpin H1 
ENSDARG00000036471	Q9PWB0	Cerberus
ENSDARG00000036227	Q8JIM3	Growth hormone-releasing peptides [Cleaved into: Growth hormone-releasing peptide 
ENSDARG00000036186	P87346	Myelin basic protein 
ENSDARG00000036222	Q9I8P3	Pro-neuropeptide Y [Cleaved into: Neuropeptide Y 
ENSDARG00000036096	P84025	Mothers against decapentaplegic homolog 3 
ENSDARG00000036057	Q9I9N5	Tumor necrosis factor receptor type 1-associated DEATH domain protein 
ENSDARG00000035810	Q9Z2P4	Regulator of cell cycle RGCC 
ENSDARG00000035700	Q9CZV2	Shieldin complex subunit 3 
ENSDARG00000035694	A2VD23	Protein starmaker
ENSDARG00000035680	Q1A1A3	Forkhead box protein G1 
ENSDARG00000035435	Q02011	Ciliary neurotrophic factor 
ENSDARG00000035388	Q68FU0	Transmembrane protein 174
ENSDARG00000035136	Q568W0	Selenoprotein W 
ENSDARG00000034270	Q02218	2-oxoglutarate dehydrogenase complex component E1 
ENSDARG00000034168	O35684	Neuroserpin 
ENSDARG00000033713	Q3SZJ2	Receptor-interacting serine/threonine-protein kinase 2 
ENSDARG00000033508	Q4LDR2	Cortexin-3 
ENSDARG00000033029	Q8IVV2	Lipoxygenase homology domain-containing protein 1
ENSDARG00000033042	Q12913	Receptor-type tyrosine-protein phosphatase eta 
ENSDARG00000032575	Q7T356	14-3-3 protein beta/alpha-B
ENSDARG00000032405	Q07065	Cytoskeleton-associated protein 4 
ENSDARG00000032389	Q29RH7	Tetraspanin-12 
ENSDARG00000031795	Q6P542	ATP-binding cassette sub-family F member 1
ENSDARG00000031240	A5D7L8	PGC-1 and ERR-induced regulator in muscle protein 1 
ENSDARG00000031683	P79702	Protein c-Fos 
ENSDARG00000031228	O57604	Podocalyxin 
ENSDARG00000030803	Q503Y8	Protein EURL homolog
ENSDARG00000030440	Q1ECZ9	Arginine/serine-rich protein 1
ENSDARG00000029766	Q9R1A7	Nuclear receptor subfamily 1 group I member 2 
ENSDARG00000029615	Q5RKH3	Uncharacterized protein KIAA1143 homolog
ENSDARG00000029388	P51884	Lumican 
